Handle	Title	Body (HTML)	Vendor	Product Category	Type	Tags	Published	Option1 Name	Option1 Value	Option1 Linked To	Option2 Name	Option2 Value	Option2 Linked To	Option3 Name	Option3 Value	Option3 Linked To	Variant SKU	Variant Grams	Variant Inventory Tracker	Variant Inventory Qty	Variant Inventory Policy	Variant Fulfillment Service	Variant Price	Variant Compare At Price	Variant Requires Shipping	Variant Taxable	Unit Price Total Measure	Unit Price Total Measure Unit	Unit Price Base Measure	Unit Price Base Measure Unit	Variant Barcode	Image Src	Image Position
crystal-table-lamps-with-fabric-shades-set-of-2-18-inch-height-elegant-bedside-living-room-lighting	Crystal Table Lamps with Fabric Shades â€“ Set of 2, 18 Inch Height, Elegant Bedside & Living Room Lighting	"<p data-start=""575"" data-end=""592""><strong data-start=""577"" data-end=""590"">Features:</strong></p>
<ul data-start=""593"" data-end=""875"">
<li data-start=""593"" data-end=""638"">
<p data-start=""595"" data-end=""638"">Set of 2 stylish crystal body table lamps</p>
</li>
<li data-start=""639"" data-end=""700"">
<p data-start=""641"" data-end=""700"">Height: 18 inches (perfect for side tables &amp; nightstands)</p>
</li>
<li data-start=""701"" data-end=""754"">
<p data-start=""703"" data-end=""754"">Premium fabric lampshades for soft, cozy lighting</p>
</li>
<li data-start=""755"" data-end=""815"">
<p data-start=""757"" data-end=""815"">Elegant design suitable for modern and classic interiors</p>
</li>
<li data-start=""816"" data-end=""875"">
<p data-start=""818"" data-end=""875"">Ideal for bedrooms, living rooms, offices, or as a gift</p>
</li>
</ul>
<p data-start=""877"" data-end=""975"">Upgrade your space with these <strong data-start=""907"" data-end=""935"">decorative crystal lamps</strong> that blend luxury with functionality.</p>"	Cosmo Decorpk	Home & Garden > Lighting > Lamps > Table Lamps			TRUE	size	18 inch height									0	shopify	6	deny	manual	10500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/WhatsAppImage2025-09-11at3.58.20PM.jpg?v=1757610735	1
round-wall-mirror-with-iron-frame-modern-decorative-mirror-for-living-room-bedroom-hallway	Round Wall Mirror with Iron Frame â€“ Modern Decorative Mirror for Living Room, Bedroom & Hallway	"<ul data-start=""983"" data-end=""1215"">
<li data-start=""983"" data-end=""1003"">
<p data-start=""985"" data-end=""1003""><strong data-start=""985"" data-end=""995"">Shape:</strong> Round</p>
</li>
<li data-start=""1004"" data-end=""1045"">
<p data-start=""1006"" data-end=""1045""><strong data-start=""1006"" data-end=""1025"">Frame Material:</strong> Strong iron frame</p>
</li>
<li data-start=""1046"" data-end=""1088"">
<p data-start=""1048"" data-end=""1088""><strong data-start=""1048"" data-end=""1058"">Style:</strong> Modern, minimalist, durable</p>
</li>
<li data-start=""1089"" data-end=""1164"">
<p data-start=""1091"" data-end=""1164""><strong data-start=""1091"" data-end=""1107"">Perfect For:</strong> Living room, bedroom, hallway, entryway, dressing area</p>
</li>
<li data-start=""1165"" data-end=""1215"">
<p data-start=""1167"" data-end=""1215"">Enhances <strong data-start=""1176"" data-end=""1213"">light, depth, and wall aesthetics</strong></p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Mirrors			TRUE	size	2 by 2 ft									0	shopify	50	deny	manual	6500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_1_5.jpg?v=1757533259	1
round-wall-mirror-with-iron-frame-modern-decorative-mirror-for-living-room-bedroom-hallway									2.5 by 2.5 ft									0	shopify	49	deny	manual	7500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_2_9.jpg?v=1757533374	2
round-wall-mirror-with-iron-frame-modern-decorative-mirror-for-living-room-bedroom-hallway									3 by 3 ft									0	shopify	49	deny	manual	8500		TRUE	TRUE							
blob-mirror-4-x-2-ft-irregular-shaped-wall-mirror-for-modern-home-decor	Blob Mirror â€“ 4 x 2 ft Irregular Shaped Wall Mirror for Modern Home Decor	"<p data-start=""243"" data-end=""498"">Elevate your interiors with this <strong data-start=""276"" data-end=""298"">4x2 ft blob mirror</strong>, featuring an irregular organic shape that adds a modern and artistic touch to any wall. Perfect for bedrooms, living rooms, entryways, or studio spaces, this mirror is both functional and stylish.</p>
<hr data-start=""500"" data-end=""503"">
<h3 data-start=""505"" data-end=""522"">ðŸ”¹ Features</h3>
<ul data-start=""523"" data-end=""729"">
<li data-start=""523"" data-end=""545"">
<p data-start=""525"" data-end=""545""><strong data-start=""525"" data-end=""534"">Size:</strong> 4 x 2 ft</p>
</li>
<li data-start=""546"" data-end=""584"">
<p data-start=""548"" data-end=""584""><strong data-start=""548"" data-end=""558"">Shape:</strong> Irregular â€œblobâ€ design</p>
</li>
<li data-start=""585"" data-end=""628"">
<p data-start=""587"" data-end=""628""><strong data-start=""587"" data-end=""597"">Style:</strong> Modern, aesthetic wall decor</p>
</li>
<li data-start=""629"" data-end=""679"">
<p data-start=""631"" data-end=""679""><strong data-start=""631"" data-end=""639"">Use:</strong> Living room, bedroom, hallway, studio</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Mirrors			TRUE	frame	iron frame									5000	shopify	50	deny	manual	9500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_4_6.jpg?v=1757532998	1
blob-mirror-4-x-2-ft-irregular-shaped-wall-mirror-for-modern-home-decor									Frameless Material									5000	shopify	50	deny	manual	9000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_0_7.jpg?v=1757532999	2
vintage-handmade-mahogany-wooden-harley-davidson-motorcycle-collectible-decorative-bike-model	Vintage Handmade Mahogany Wooden Harley Davidson Motorcycle â€“ Collectible Decorative Bike Model	"<article class=""text-token-text-primary w-full focus:outline-none scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" data-turn-id=""request-68c13e89-0534-8322-b7a8-c576b5f992ce-25"" data-testid=""conversation-turn-38"" data-scroll-anchor=""true"" data-turn=""assistant"" tabindex=""-1"">
<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:--spacing(4)] thread-sm:[--thread-content-margin:--spacing(6)] thread-lg:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:40rem] thread-sm:[--thread-content-max-width:40rem] thread-lg:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
<div class=""flex max-w-full flex-col grow"">
<div data-message-author-role=""assistant"" data-message-id=""c4e2e4a2-5fdb-4174-904b-6548d9b43353"" dir=""auto"" class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-5"" data-message-model-slug=""gpt-5"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[3px]"">
<div class=""markdown prose dark:prose-invert w-full break-words light markdown-new-styling"">
<h3 data-start=""575"" data-end=""592"">ðŸ”¹ Features</h3>
<ul data-start=""593"" data-end=""791"">
<li data-start=""593"" data-end=""632"">
<p data-start=""595"" data-end=""632""><strong data-start=""595"" data-end=""608"">Material:</strong> Premium mahogany wood</p>
</li>
<li data-start=""633"" data-end=""680"">
<p data-start=""635"" data-end=""680""><strong data-start=""635"" data-end=""646"">Design:</strong> Handmade with intricate details</p>
</li>
<li data-start=""681"" data-end=""730"">
<p data-start=""683"" data-end=""730""><strong data-start=""683"" data-end=""693"">Style:</strong> Vintage Harley Davidson model bike</p>
</li>
<li data-start=""731"" data-end=""791"">
<p data-start=""733"" data-end=""791""><strong data-start=""733"" data-end=""741"">Use:</strong> Collectible, desk decor, gifting, display piece</p>
</li>
</ul>
</div>
</div>
</div>
</div>
</div>
</div>
</article>"	Cosmo Decorpk	Uncategorized			TRUE	material	Wood									500	shopify	9	deny	manual	3500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image3.jpg?v=1757530970	1
3-5-ft-artificial-plant-in-irregular-diamond-pot-modern-home-decor-planter	3.5 ft Artificial Plant in Irregular Diamond Pot â€“ Modern Home Decor Planter	"<h3 data-start=""531"" data-end=""548"">Features</h3>
<ul data-start=""549"" data-end=""738"">
<li data-start=""549"" data-end=""587"">
<p data-start=""551"" data-end=""587""><strong data-start=""551"" data-end=""562"">Height:</strong> 3.5 ft (including plant )</p>
</li>
<li data-start=""588"" data-end=""625"">
<p data-start=""590"" data-end=""625""><strong data-start=""590"" data-end=""598"">Pot:</strong> Irregular diamond design</p>
</li>
<li data-start=""626"" data-end=""687"">
<p data-start=""628"" data-end=""687""><strong data-start=""628"" data-end=""638"">Plant:</strong> High-quality artificial plant (realistic look)</p>
</li>
<li data-start=""688"" data-end=""738"">
<p data-start=""690"" data-end=""738""><strong data-start=""690"" data-end=""706"">Perfect for:</strong> Home, office, gifting, events</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Non-Flowering Plants			TRUE	Color	clear	product.metafields.shopify.color-pattern								3000	shopify	33	deny	manual	3500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/ChatGPT_Image_Jan_24_2026_04_49_44_PM.png?v=1769255883	1
3-5-ft-artificial-plant-in-irregular-diamond-pot-modern-home-decor-planter									black									3000	shopify	26	deny	manual	3500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image7.jpg?v=1769255883	2
3-5-ft-artificial-plant-in-irregular-diamond-pot-modern-home-decor-planter																																https://cdn.shopify.com/s/files/1/0899/9301/9639/files/ChatGPT_Image_Jan_24_2026_04_46_21_PM.png?v=1769255204	3
set-of-2-islamic-modern-decorative-plates-with-stand-elegant-showpiece-for-home-display	Set of 2 Islamic Modern Decorative Plates with Stand â€“ Elegant Showpiece for Home Display	"<h3 data-start=""627"" data-end=""644"">ðŸ”¹ Features</h3>
<ul data-start=""645"" data-end=""921"">
<li data-start=""645"" data-end=""691"">
<p data-start=""647"" data-end=""691""><strong data-start=""647"" data-end=""689"">Set of 2 decorative plates with stands</strong></p>
</li>
<li data-start=""692"" data-end=""744"">
<p data-start=""694"" data-end=""744""><strong data-start=""694"" data-end=""719"">Modern Islamic design</strong> with elegant detailing</p>
</li>
<li data-start=""745"" data-end=""812"">
<p data-start=""747"" data-end=""812""><strong data-start=""747"" data-end=""775"">Perfect for home display</strong> â€“ consoles, shelves, dining spaces</p>
</li>
<li data-start=""813"" data-end=""882"">
<p data-start=""815"" data-end=""882""><strong data-start=""815"" data-end=""828"">Material:</strong> Premium ceramic/resin finish (update as per actual)</p>
</li>
<li data-start=""883"" data-end=""921"">
<p data-start=""885"" data-end=""921"">Ideal as a <strong data-start=""896"" data-end=""919"">gift or centerpiece</strong></p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Decorative Plates			TRUE	Color	gold	product.metafields.shopify.color-pattern								1000	shopify	5	deny	manual	4500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image4.jpg?v=1757529961	1
set-of-3-black-gold-ceramic-vases-and-decorative-jars-luxury-home-decor-with-intricate-patterns	Set of 3 Black & Gold Ceramic Vases and Decorative Jars â€“ Luxury Home Decor with Intricate Patterns	<p data-start="327" data-end="623">Elevate your interiors with this <strong data-start="360" data-end="404">striking set of 3 ceramic vases and jars</strong> in black and gold. Designed with intricate patterns and a shiny finish, these pieces bring a touch of luxury and sophistication to any space. Perfect for living rooms, consoles, dining tables, or as a statement gift.</p>	Cosmo Decorpk	Home & Garden > Decor > Vases			TRUE	set	SET OF 3									0	shopify	0	deny	manual	17000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image6.jpg?v=1757529568	1
8-inch-black-resin-lion-statue-with-golden-crown-royal-home-decor-collectible-figurine	8 Inch Black Resin Lion Statue with Golden Crown â€“ Royal Home Decor & Collectible Figurine	<p>Bring majesty and strength into your space with this <strong data-start="495" data-end="557">15-inch black resin lion statue topped with a golden crown</strong>. A perfect centerpiece for your home, office desk, or as a unique gift for men. Ideal for collectors and luxury home decor enthusiasts.</p>	Cosmo Decorpk	Home & Garden > Decor > Artwork > Sculptures & Statues			TRUE	Color	black	product.metafields.shopify.color-pattern								0	shopify	9	deny	manual	3800		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image0.jpg?v=1757529134	1
8-inch-black-resin-lion-statue-with-golden-crown-royal-home-decor-collectible-figurine									gold									0	shopify	10	deny	manual	3800		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image2_1.jpg?v=1757529134	2
premium-horse-body-lamp-with-shade-3-5-ft-tall-decorative-floor-lamp	Premium Horse Body Lamp with Shade | 3.5 ft Tall Decorative Floor Lamp	"<p data-start=""187"" data-end=""493"">Add a touch of luxury and elegance to your home with this <strong data-start=""288"" data-end=""326"">Premium Horse Body Lamp with Shade</strong>, standing <strong data-start=""337"" data-end=""354"">3.5 feet tall</strong>. Designed with a detailed horse-shaped body and a stylish fabric lampshade, this lamp is the perfect blend of <strong data-start=""465"" data-end=""490"">art and functionality</strong>.</p>
<p data-start=""495"" data-end=""757"" data-is-only-node="""">Ideal for <strong data-start=""505"" data-end=""561"">living rooms, bedrooms, offices, or luxury interiors</strong>, this lamp provides warm ambient lighting while doubling as a <strong data-start=""624"" data-end=""656"">unique dÃ©cor statement piece</strong>. Its sturdy build and premium finish make it a standout addition to any modern or classic setting.</p>
<p data-start=""759"" data-end=""774""><strong data-start=""759"" data-end=""772"">Features:</strong></p>
<ul data-start=""775"" data-end=""1099"">
<li data-start=""775"" data-end=""797"">
<p data-start=""777"" data-end=""797"">Height: <strong data-start=""785"" data-end=""795"">3.5 ft</strong></p>
</li>
<li data-start=""798"" data-end=""853"">
<p data-start=""800"" data-end=""853"">Unique <strong data-start=""807"" data-end=""828"">horse body design</strong> with premium detailing</p>
</li>
<li data-start=""854"" data-end=""915"">
<p data-start=""856"" data-end=""915"">Comes with a <strong data-start=""869"" data-end=""889"">fabric lampshade</strong> for warm, ambient light</p>
</li>
<li data-start=""916"" data-end=""967"">
<p data-start=""918"" data-end=""967"">Sturdy base for durability and long-lasting use</p>
</li>
<li data-start=""968"" data-end=""1040"">
<p data-start=""970"" data-end=""1040"">Perfect for <strong data-start=""982"" data-end=""1038"">living rooms, bedrooms, offices, hotels, and lobbies</strong></p>
</li>
<li data-start=""1041"" data-end=""1099"">
<p data-start=""1043"" data-end=""1099"">Works as both <strong data-start=""1057"" data-end=""1097"">functional lighting and luxury dÃ©cor</strong></p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Lighting > Lamps > Floor Lamps			TRUE	Color	black	product.metafields.shopify.color-pattern								4000	shopify	4	deny	manual	22000	22000	TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image2.jpg?v=1757528914	1
premium-horse-body-lamp-with-shade-3-5-ft-tall-decorative-floor-lamp																																https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image1.jpg?v=1757528914	2
premium-horse-body-lamp-with-shade-3-5-ft-tall-decorative-floor-lamp																																https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image7_1.jpg?v=1757528915	3
rectangular-full-length-mirror-with-iron-frame-black-white-wall-mount-stand	Rectangular Full Length Mirror with Iron Frame | Black & White | Wall Mount + Stand	"<h3>Key Features</h3>
<ul>
<li>
<p>Frame Material: Durable iron frame</p>
</li>
<li>
<p>Color Options: Black / White</p>
</li>
<li>
<ul>
<li>
<p>5 x 2 ft</p>
</li>
<li>
<p>6 x 2 ft</p>
<p><br></p>
<p>Â </p>
</li>
</ul>
</li>
<li>
<p>Design: Sleek rectangular shape</p>
</li>
<li>
<p>Placement Options: Can be used with stand or wall mounted</p>
</li>
<li>
<p>Style: Minimal &amp; modern look â€“ fits any dÃ©cor theme</p>
</li>
</ul>
<h3></h3>
<h3>Best For:</h3>
<p><img data-emoji=""âœ”"" class=""an1"" alt=""âœ”"" aria-label=""âœ”"" draggable=""false"" src=""https://fonts.gstatic.com/s/e/notoemoji/16.0/2714/32.png"" loading=""lazy""><span>Â </span>Bedrooms &amp; Dressing Areas</p>
<p><img data-emoji=""âœ”"" class=""an1"" alt=""âœ”"" aria-label=""âœ”"" draggable=""false"" src=""https://fonts.gstatic.com/s/e/notoemoji/16.0/2714/32.png"" loading=""lazy""><span>Â </span>Boutiques &amp; Salons</p>
<p><img data-emoji=""âœ”"" class=""an1"" alt=""âœ”"" aria-label=""âœ”"" draggable=""false"" src=""https://fonts.gstatic.com/s/e/notoemoji/16.0/2714/32.png"" loading=""lazy""><span>Â </span>Home DÃ©cor &amp; Interior Styling</p>"	Cosmo Decorpk	Home & Garden > Decor > Mirrors			TRUE	Color	gold	product.metafields.shopify.color-pattern	size	5 by 2						8000	shopify	50	deny	manual	10500	12000	TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_2_8.jpg?v=1757520734	1
